שם תחנה,מספר תחנה,תאריך,שעה-LST,טמפרטורה(C°),טמפרטורה לחה(C°),טמפרטורת נקודת הטל(C°),לחות יחסית(%),מהירות הרוח(m/s),כיוון הרוח(מעלות),לחץ בגובה התחנה(hPa),לחץ בגובה פני הים(hPa),כמות עננים כוללת(קוד),כמות עננים נמוכים(קוד),גובה בסיס עננים נמוכים(קוד),סוג העננים הנמוכים(קוד),סוג העננים הבינוניים(קוד),סוג העננים הגבוהים(קוד),מזג אוויר נוכחי(קוד),מזג אוויר שחלף(קוד),ראות אפקית(קוד)
בית דגן                                           ,2523,29-03-2020,02:00,12.5,11.8,11.1,91,2.9,192,1011.7,1015.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-03-2020,05:00,12.2,11.6,10.9,92,2.3,190,1011.2,1015.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-03-2020,08:00,15.6,13.8,12.3,81,4.6,207,1011.4,1015.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-03-2020,11:00,19.8,14.0,8.7,49,6.1,243,1011.3,1015.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-03-2020,14:00,20.9,13.2,5.2,36,6.6,245,1010.0,1013.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-03-2020,17:00,21.0,12.8,4.0,33,5.0,239,1009.5,1013.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-03-2020,20:00,17.8,14.0,10.9,64,3.0,239,1010.6,1014.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,29-03-2020,23:00,14.3,12.6,11.1,81,1.7,133,1011.2,1014.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-03-2020,02:00,13.5,11.2,8.9,74,2.2,161,1010.1,1013.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-03-2020,05:00,10.9,9.7,8.5,85,1.6,109,1009.5,1013.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-03-2020,08:00,17.0,12.4,7.9,55,1.2,112,1010.7,1014.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-03-2020,11:00,23.4,14.1,4.7,30,2.5,162,1009.5,1013.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-03-2020,14:00,25.5,15.5,6.0,29,2.7,204,1007.2,1010.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-03-2020,17:00,25.1,16.1,8.0,34,1.8,346,1006.7,1010.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-03-2020,20:00,21.2,15.1,10.0,49,2.7,48,1007.8,1011.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,30-03-2020,23:00,18.9,14.0,9.6,55,3.3,156,1007.5,1011.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-03-2020,02:00,18.3,12.9,7.6,50,4.0,115,1005.3,1009.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-03-2020,05:00,15.6,11.7,7.8,60,1.5,71,1004.1,1007.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-03-2020,08:00,22.6,14.1,5.4,33,4.7,133,1004.0,1007.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-03-2020,11:00,24.8,16.2,9.0,37,3.4,102,1003.2,1006.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-03-2020,14:00,28.6,15.5,1.6,18,7.4,250,1001.8,1005.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-03-2020,17:00,23.5,15.6,8.6,39,1.8,8,1002.8,1006.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-03-2020,20:00,19.1,15.8,13.3,69,3.6,288,1006.2,1009.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,31-03-2020,23:00,16.5,14.7,13.2,81,2.2,163,1006.9,1010.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-04-2020,02:00,15.9,14.0,12.4,80,4.6,194,1006.2,1009.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-04-2020,05:00,15.2,13.8,12.7,85,3.7,213,1006.3,1010.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-04-2020,08:00,17.1,16.0,15.1,88,8.2,247,1008.3,1012.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-04-2020,11:00,18.7,16.0,14.0,74,7.9,252,1009.7,1013.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-04-2020,14:00,19.4,16.5,14.4,73,8.0,249,1010.0,1013.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-04-2020,17:00,18.3,15.9,14.0,76,6.0,266,1010.4,1014.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-04-2020,20:00,15.8,14.4,13.3,85,0.9,222,1011.2,1014.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,01-04-2020,23:00,14.2,13.4,12.8,91,0.8,199,1011.4,1015.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-04-2020,02:00,12.2,11.9,11.6,96,0.9,89,1010.2,1014.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-04-2020,05:00,11.4,11.1,10.8,96,1.4,147,1010.7,1014.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-04-2020,08:00,16.2,14.6,13.3,83,2.4,204,1012.2,1015.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-04-2020,11:00,20.1,15.5,11.8,59,4.6,286,1012.3,1016.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-04-2020,14:00,21.0,16.2,12.4,58,3.4,280,1011.4,1015.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-04-2020,17:00,18.8,15.2,12.3,66,3.3,298,1011.4,1015.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-04-2020,20:00,15.9,13.9,12.3,79,1.0,359,1012.9,1016.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,02-04-2020,23:00,13.2,12.3,11.6,90,1.9,155,1012.7,1016.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-04-2020,02:00,10.9,10.5,10.1,95,1.8,99,1011.9,1015.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-04-2020,05:00,9.4,9.1,8.8,96,1.3,110,1012.6,1016.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-04-2020,08:00,16.7,13.2,10.1,65,1.2,108,1013.1,1016.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-04-2020,11:00,22.8,15.7,9.5,43,3.3,262,1013.3,1016.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-04-2020,14:00,24.6,15.2,6.2,31,3.2,276,1012.4,1016.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-04-2020,17:00,20.6,12.9,4.9,36,3.3,326,1012.6,1016.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-04-2020,20:00,17.1,12.3,7.4,53,1.8,5,1014.2,1017.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,03-04-2020,23:00,13.5,11.1,8.7,73,1.5,120,1014.4,1018.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-04-2020,02:00,11.4,10.1,8.8,84,1.5,142,1013.1,1016.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-04-2020,05:00,10.8,9.6,8.4,85,2.0,94,1012.5,1016.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-04-2020,08:00,20.3,15.2,10.9,55,1.6,73,1013.0,1016.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-04-2020,11:00,28.0,17.0,7.0,27,1.9,52,1011.5,1015.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-04-2020,14:00,31.0,17.2,4.3,19,3.9,118,1009.3,1012.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-04-2020,17:00,28.7,19.4,12.8,38,2.5,332,1008.4,1011.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-04-2020,20:00,22.6,15.7,10.0,45,2.3,66,1008.5,1012.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,04-04-2020,23:00,19.5,14.7,10.7,57,2.7,96,1007.0,1010.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-04-2020,02:00,24.6,14.5,4.2,27,4.6,119,1004.7,1008.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-04-2020,05:00,25.7,14.5,2.8,23,5.5,122,1004.1,1007.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-04-2020,08:00,27.2,16.1,5.8,26,4.5,118,1004.8,1008.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-04-2020,11:00,33.7,18.4,4.9,17,5.7,195,1005.3,1008.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-04-2020,14:00,22.8,18.0,14.6,60,3.4,268,1009.0,1012.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-04-2020,17:00,20.1,17.0,14.9,72,3.4,253,1010.3,1014.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-04-2020,20:00,17.6,16.3,15.2,86,1.9,242,1011.7,1015.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,05-04-2020,23:00,15.1,14.4,13.8,92,1.3,243,1012.3,1016.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-04-2020,02:00,15.0,14.4,13.9,93,1.5,198,1011.7,1015.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-04-2020,05:00,14.1,13.6,13.1,94,0.5,220,1011.5,1015.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-04-2020,08:00,17.9,16.3,15.2,84,2.1,195,1013.1,1016.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-04-2020,11:00,22.0,17.3,13.8,60,2.9,255,1013.1,1016.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-04-2020,14:00,21.3,17.1,13.9,63,4.6,298,1012.7,1016.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-04-2020,17:00,19.3,16.4,14.3,73,2.9,315,1012.3,1016.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-04-2020,20:00,17.6,15.9,14.5,82,2.0,320,1013.3,1017.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,06-04-2020,23:00,16.7,15.2,14.0,84,2.4,329,1012.5,1016.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-04-2020,02:00,15.7,14.7,13.9,89,1.2,122,1012.2,1015.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-04-2020,05:00,13.8,13.3,12.9,94,1.1,157,1011.8,1015.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-04-2020,08:00,17.3,15.7,14.4,83,2.2,262,1012.2,1015.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-04-2020,11:00,19.6,15.0,11.1,58,3.3,296,1012.1,1015.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-04-2020,14:00,20.3,14.4,9.2,49,5.3,330,1010.9,1014.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-04-2020,17:00,17.9,14.4,11.4,66,4.2,331,1010.8,1014.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-04-2020,20:00,16.5,13.1,10.1,66,1.8,313,1011.9,1015.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,07-04-2020,23:00,14.9,12.7,10.7,76,1.8,308,1012.3,1016.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-04-2020,02:00,12.9,11.8,10.8,87,1.2,67,1011.5,1015.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-04-2020,05:00,13.5,12.5,11.5,88,0.7,146,1011.2,1014.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-04-2020,08:00,16.9,13.9,11.4,70,1.8,201,1012.0,1015.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-04-2020,11:00,19.8,14.9,10.7,56,4.1,288,1011.7,1015.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-04-2020,14:00,20.2,14.8,10.3,53,5.7,279,1011.0,1014.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-04-2020,17:00,18.2,14.4,11.3,64,3.1,317,1011.0,1014.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-04-2020,20:00,16.3,13.8,11.6,74,1.3,360,1011.7,1015.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,08-04-2020,23:00,13.3,12.0,10.8,85,1.4,134,1011.3,1015.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-04-2020,02:00,11.3,10.7,10.0,92,1.8,116,1009.8,1013.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-04-2020,05:00,10.0,9.5,8.9,93,1.3,118,1009.6,1013.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-04-2020,08:00,17.2,14.4,12.1,72,1.8,196,1010.3,1014.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-04-2020,11:00,20.3,15.3,11.2,56,3.8,267,1009.8,1013.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-04-2020,14:00,20.7,15.7,11.8,57,4.9,269,1009.4,1013.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-04-2020,17:00,18.4,14.9,11.9,66,3.7,286,1009.1,1012.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-04-2020,20:00,16.4,13.6,11.1,71,2.2,281,1009.9,1013.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,09-04-2020,23:00,14.1,12.5,11.1,82,2.3,190,1009.8,1013.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-04-2020,02:00,13.2,12.3,11.4,89,2.4,190,1008.7,1012.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-04-2020,05:00,13.6,13.0,12.5,93,2.4,204,1008.2,1011.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-04-2020,08:00,15.7,14.3,13.2,85,3.8,196,1008.9,1012.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-04-2020,11:00,15.6,14.7,14.0,90,5.5,238,1009.4,1013.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-04-2020,14:00,17.1,15.3,13.8,81,5.5,250,1009.0,1012.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-04-2020,17:00,16.4,14.1,12.3,77,5.1,249,1009.0,1012.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-04-2020,20:00,15.7,13.7,12.1,79,3.1,262,1010.2,1013.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,10-04-2020,23:00,15.5,13.7,12.2,81,3.1,255,1010.3,1014.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-04-2020,02:00,12.7,12.3,11.9,95,1.9,200,1009.7,1013.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-04-2020,05:00,13.8,13.6,13.3,97,2.0,227,1010.2,1013.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-04-2020,08:00,15.4,14.9,14.6,95,2.6,241,1011.5,1015.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-04-2020,11:00,18.6,15.8,13.7,73,5.6,258,1012.4,1016.1,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-04-2020,14:00,19.1,15.8,13.3,69,5.1,285,1012.5,1016.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-04-2020,17:00,18.2,14.8,12.0,67,2.6,317,1012.7,1016.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-04-2020,20:00,14.9,13.6,12.6,86,0.3,340,1013.5,1017.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,11-04-2020,23:00,13.3,12.8,12.4,94,1.8,127,1014.2,1018.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,12-04-2020,02:00,11.3,11.1,10.8,97,1.6,116,1013.5,1017.3,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,12-04-2020,05:00,11.7,11.5,11.4,98,1.4,116,1014.1,1017.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,12-04-2020,08:00,16.4,14.6,13.1,81,0.7,183,1015.3,1019.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,12-04-2020,11:00,20.0,15.9,12.7,63,2.5,279,1015.5,1019.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,12-04-2020,14:00,20.3,16.2,13.0,63,3.5,291,1014.2,1017.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,12-04-2020,17:00,18.7,15.8,13.5,72,3.6,313,1013.7,1017.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,12-04-2020,20:00,16.0,14.4,13.1,83,1.2,30,1014.8,1018.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,12-04-2020,23:00,13.4,12.9,12.5,94,1.0,93,1014.8,1018.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,13-04-2020,02:00,11.5,11.2,10.9,96,0.8,117,1014.2,1018.0,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,13-04-2020,05:00,9.6,9.4,9.1,97,2.1,103,1014.0,1017.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,13-04-2020,08:00,16.1,13.4,11.0,72,0.7,100,1015.0,1018.7,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,13-04-2020,11:00,20.4,16.7,14.0,67,2.8,317,1014.2,1017.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,13-04-2020,14:00,20.8,16.7,13.7,64,4.6,329,1012.7,1016.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,13-04-2020,17:00,19.3,15.6,12.8,66,4.8,1,1012.1,1015.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,13-04-2020,20:00,17.0,15.0,13.5,80,3.0,10,1012.7,1016.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,13-04-2020,23:00,15.8,14.6,13.6,87,1.2,101,1012.8,1016.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,14-04-2020,02:00,15.2,14.4,13.7,91,1.1,139,1011.9,1015.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,14-04-2020,05:00,15.2,14.5,13.9,92,1.0,163,1011.9,1015.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,14-04-2020,08:00,18.5,16.2,14.6,78,3.4,18,1012.1,1015.8,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,14-04-2020,11:00,21.7,18.0,15.5,68,4.1,320,1011.9,1015.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,14-04-2020,14:00,21.9,18.1,15.5,67,5.2,326,1011.6,1015.2,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,14-04-2020,17:00,20.3,17.3,15.3,73,3.6,348,1012.2,1015.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,14-04-2020,20:00,17.9,16.7,15.9,88,1.5,12,1013.7,1017.4,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,14-04-2020,23:00,16.9,16.2,15.8,93,0.9,360,1014.8,1018.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,15-04-2020,02:00,15.9,15.4,14.9,94,0.7,161,1014.8,1018.5,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,15-04-2020,05:00,15.0,14.6,14.2,95,2.4,151,1015.2,1018.9,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,15-04-2020,08:00,18.9,16.6,15.0,78,1.7,115,1014.9,1018.6,-,-,-,-,-,-,-,-,-
בית דגן                                           ,2523,15-04-2020,11:00,21.9,18.2,15.7,68,3.9,322,1015.3,1019.0,-,-,-,-,-,-,-,-,-
